word_one	word_two	surprisal_w_two
nadel	 garn	12.597994804382324
bohrer	 Säge	13.233908653259277
aufzug	 fahrstuhl	16.104613542556763
nichte	 neffe	17.970584392547607
Guertel	 Guertelschnalle	18.084316444396972
mantel	 hose	8.82645034790039
Mönch	 Nonne	16.865220069885254
kaiser	 Koenig	15.533180554707846
gürtel	 hosenträger	20.43672776222229
Taube	 Sperling	15.181598345438639
schädel	 Wirbelsaeule	21.18819351196289
feile	 Zange	14.31861162185669
karton	 Papier	14.578929424285889
doktor	 Anwalt	19.626279830932617
Keks	 cookie	9.585304260253906
Klinik	 hospiz	16.985325813293457
löffel	 gabel	14.98577070236206
klavier	 Qürfloete	13.966687202453613
Kueken	 Huhn	14.602869987487793
moehre	 Karotte	15.824410438537598
brot	 Kaese	13.59690809249878
Schaefer	 beruf	14.393729209899902
Quark	 schmand	15.907233238220215
Kiwi	 mango	9.012413024902344
felsen	 Stein	8.059300422668457
Jeans	 Hosen	15.400644779205322
rücken	 Bauch	13.430113792419434
Spinat	 Erbsen	17.057411193847656
strasse	 bordstein	13.126704692840576
Kette	 fahrrad	15.96562123298645
Weizen	 Gerste	16.206541061401367
Axt	 saebel	12.17291005452474
spinat	 moehren	18.24966812133789
Moench	 nonne	15.216134548187256
Kette	 anhänger	18.38718318939209
feile	 Hammer	8.904851913452148
Silber	 Eisen	8.938201904296875
karton	 kiste	17.01441717147827
Kalb	 Ferkel	14.477206865946451
meise	 amsel	13.677855809529623
nebel	 sonnenschein	17.238207817077637
finger	 fuss	13.659666061401367
hemd	 guertel	14.742271741231283
Paket	 Päckchen	14.144027471542358
leber	 Niere	15.988397121429443
Weltall	 sterne	17.661351203918457
zimt	 zucker	15.431650161743164
Kiste	 korb	15.406157970428467
Zwiebel	 zucchini	12.627820491790771
axt	 säge	10.352356433868408
schaedel	 Wirbelsäule	20.242043495178223
wiese	 weide	14.18621826171875
Spinat	 Gemuese	22.958107948303223
feile	 Säge	14.305521488189697
Spinat	 salat	20.860703468322754
magen	 Herz	9.556796073913574
Nichte	 tante	15.336004257202148
Kanal	 see	12.028901100158691
Doktor	 profeßor	13.415524005889893
Straße	 Weg	8.580710411071777
paket	 Karton	15.046443939208984
schaedel	 becken	14.617231369018555
arzt	 Professor	8.17066478729248
saft	 Wasser	13.370173454284668
pfeffer	 Salz	13.927125930786133
Laken	 Bettdecke	19.074257532755535
Schinken	 Käse	16.92409833272298
keks	 cookie	8.295958518981934
heft	 Schreibwaren	16.900525093078613
taube	 Sperling	13.075408617655436
Meise	 Rotkehlchen	18.783318042755127
Meißel	 moerser	13.07635498046875
delfin	 thunfisch	17.065642833709717
vene	 Sehne	16.709322611490887
geige	 Kontrabass	14.353292465209961
daumen	 finger	6.625478744506836
kosmos	 universum	13.561148166656494
straße	 weg	8.524688720703125
bohne	 Mais	12.210915565490723
hai	 Fisch	12.18051528930664
eiche	 Ahorn	15.564464569091797
bohrer	 Meißel	17.264323552449543
see	 tuempel	14.783293724060059
Auge	 mund	19.54679298400879
küken	 Vogel	18.46187686920166
Arzt	 Professor	8.44296646118164
Klavier	 Kontrabass	16.146695852279663
Meissel	 Moerser	12.035711288452148
säge	 zollstock	14.588069597880045
knie	 Fuss	12.466650009155273
kosmos	 milchstraße	12.9023756980896
schädel	 Armknochen	20.0158634185791
sofa	 Tisch	12.001973628997803
Pfirsich	 nektarine	20.162622769673664
Daumen	 Finger	9.276732444763184
lunge	 Lungenfluegel	14.694973182678222
Zange	 Feile	8.826301574707031
gurke	 gemüse	16.797325770060223
keks	 Kuchen	16.51308250427246
arzt	 Profeßor	13.209828615188599
schiff	 boot	8.99471664428711
saft	 Bier	14.64494514465332
Schaedel	 knochen	17.647255420684814
Eisen	 Metall	13.118009567260742
Umschlag	 brief	9.217000007629395
pfirsich	 Nektarine	18.426976998647053
Knie	 Körperteil	17.358609771728517
straße	 Verkehrsweg	17.413724660873413
teich	 Tümpel	15.49002718925476
weide	 linde	16.991451263427734
pflaume	 Dattel	14.67950471242269
Klavier	 Gitarre	18.46190071105957
wolke	 regen	17.21011257171631
Knie	 Elle	10.362236022949219
Meßer	 löffel	14.755706469217936
Loewe	 Hyaene	17.127373377482098
daumen	 Finger	8.285856246948242
gürtel	 Hose	5.14985466003418
besteck	 teller	13.025140285491943
Tischler	 handwerker	14.10799789428711
Saege	 Bohrmaschine	17.719916582107544
Säge	 Bohrmaschine	21.68736982345581
Orgel	 Piano	6.8866095542907715
mund	 Zunge	13.383911609649658
bohrer	 Nagel	16.405303478240967
kaiser	 koenig	16.931793848673504
urwald	 Dschungel	15.570970058441162
Meise	 Spatz	17.05399179458618
kamin	 Heizung	14.281247774759928
Kette	 Armband	17.86946741739909
sofa	 seßel	16.798195838928223
Brot	 Brötchen	12.76190217336019
Saft	 mineralwaßer	17.036973635355633
hai	 wal	10.881865501403809
Guertel	 Schuhe	18.84028911590576
knie	 koerperteil	16.95985698699951
Mönch	 Priester	16.908944129943848
laken	 Kißenbezug	14.948005437850952
Kißen	 Decke	14.916908740997314
heft	 Blatt	16.26600217819214
Loeffel	 gabel	12.619382381439209
Jeans	 Strumpfhose	19.126941442489624
Jacke	 Mantel	18.02982521057129
Pfirsich	 Orange	8.852141380310059
kiwi	 ananas	12.193408966064453
schädel	 Thorax	11.313386917114258
aufzug	 Fahrstuhl	17.33928648630778
Arzt	 Sanitaeter	16.568811734517414
eiche	 Linde	17.795008659362793
spinat	 Salat	17.29194402694702
Laken	 Kopfkissen	18.930857340494793
Hahn	 Rind	11.69962215423584
kirsche	 Erdbeere	16.320288340250652
Niere	 Leber	10.006486415863037
Kette	 armband	18.46131483713786
torte	 kuchen	15.707544326782227
Taube	 Amsel	17.041260083516438
Axt	 hammer	8.698688507080078
Schaedel	 Elle	10.414570808410645
Schaedel	 wirbelsaeule	17.751951026916505
Bohne	 Möhre	18.66414992014567
bohrer	 meißel	16.312039693196613
Säge	 zollstock	14.985212326049805
Krähe	 elster	12.506971836090088
Löwe	 Tiger	6.871452331542969
brief	 Päckchen	11.77755880355835
Küche	 Badezimmer	16.372491200764973
Laken	 kissenbezug	13.419166326522827
bohne	 gemüse	13.481799125671387
apfel	 birne	18.41807460784912
Vene	 blutgefaeß	15.1815234820048
traube	 Orange	9.031886100769043
Mango	 Maracuja	17.450462977091473
moehre	 kohlrabi	18.199243545532227
Kalb	 kuh	12.716029644012451
Teich	 tümpel	12.19555115699768
kosmos	 weltall	14.450885772705078
Gabel	 meßer	12.169605255126953
Kiste	 box	9.295724868774414
mango	 banane	16.529524326324463
Esche	 baum	10.995264053344727
Kuerbis	 Melone	15.159802913665771
Moench	 priester	15.564279079437256
Kanal	 Stroemung	13.625855445861816
schäfer	 Baür	16.16955804824829
Guertel	 schnalle	16.804258346557617
Schaf	 rind	14.88202428817749
lunge	 Niere	14.723149299621582
Saege	 schraubenzieher	18.39484558105469
huhn	 kueken	15.766531944274902
Bier	 getränk	20.882476568222046
bohrer	 säge	14.586974620819092
küche	 wohnzimmer	16.922240893046062
Priester	 pastor	11.154925346374512
birke	 Tanne	14.536069869995117
karton	 papier	15.570051193237305
Quark	 käse	18.375222206115723
kueken	 Lamm	12.044185161590576
Blei	 arsen	16.74044418334961
Aufzug	 Fahrstuhl	17.531503041585285
Hafer	 dinkel	13.126908302307129
Sofa	 schrank	15.209808826446533
Klavier	 querflöte	14.905074834823608
stuhl	 Hocker	15.58809518814087
Weltall	 planeten	11.63510513305664
Bohrer	 meissel	14.003574053446451
wade	 Oberschenkel	15.45671010017395
couch	 Stuhl	16.061609268188477
Schaefer	 Mueller	13.300862312316895
Klavier	 Bass	8.365370750427246
Palast	 haus	10.486387252807617
planet	 Sonne	14.839197635650635
Spinat	 brokkoli	22.078770955403645
Feile	 Schere	14.774281978607178
weg	 Straße	16.787341117858887
bohne	 Apfel	14.040236473083496
Stift	 pinsel	15.972192287445068
fuss	 Faust	9.82175064086914
nichte	 verwandtschaft	19.798842430114746
säge	 schraube	22.00110117594401
schaedel	 Arm	11.339927673339844
Mund	 nase	12.818540096282959
kanal	 See	10.725966453552246
Moehre	 Erbse	14.075637817382812
auge	 Zahn	11.642663478851318
küken	 fohlen	13.994446436564127
kanal	 Fluß	15.953937530517578
moehre	 erbse	15.335609436035156
kirsche	 Apfel	15.871460914611816
kueken	 Ferkel	13.928277969360352
klavier	 Saxofon	13.683325131734213
Löwe	 tiger	7.311976432800293
Schädel	 Nase	15.449335098266602
zimt	 anis	13.184282779693604
guertel	 Schnalle	16.98094892501831
Mantel	 Jacke	14.37159538269043
Blei	 aluminium	10.544961929321289
Finger	 zehe	10.3558349609375
Hai	 Rochen	15.551177978515625
Kaiser	 kaiserin	14.999063491821289
klinik	 psychiatrie	21.205064058303833
aufzug	 lift	4.79308557510376
dorf	 Ort	7.966349124908447
Kraehe	 Rabe	15.096923828125
hai	 Thunfisch	17.643987894058228
gabel	 löffel	15.576929410298666
Gabel	 Löffel	16.220613479614258
traube	 apfel	16.465970993041992
kiwi	 erdbeere	19.48465633392334
Keks	 gummibärchen	14.739725494384766
Doktor	 Anwalt	20.53546969095866
Traube	 frucht	12.241975784301758
Löffel	 Gabel	15.533899784088135
Klavier	 bass	9.969330787658691
Kleid	 blazer	16.776009559631348
keks	 gebäck	17.71203358968099
Kosmos	 Milchstraße	13.244556427001953
Brot	 Käse	17.307280858357746
Palast	 Kirche	19.55858039855957
wiese	 Feld	13.91791820526123
Arzt	 Profeßor	13.372169733047485
löffel	 Meßer	13.712175846099854
küken	 Hahn	14.928502559661865
Weide	 buche	14.516629219055176
heft	 bleistift	17.26420021057129
Zimt	 piment	18.250003814697266
Hocker	 Bank	11.738337516784668
Kissen	 bettdecke	17.508301258087158
weide	 pappel	13.822840372721354
Brief	 päckchen	13.303499221801758
birke	 Ahorn	13.207000732421875
taube	 Spatz	14.452471733093262
pfirsich	 nektarine	21.12429682413737
wiese	 Alm	16.812251091003418
hemd	 anzug	14.534165859222412
Planet	 universum	14.26444673538208
kürbis	 Aubergine	20.67552439371745
Mango	 Ananas	14.754628658294678
Auge	 ohr	13.671093940734863
Messer	 besteck	14.403409957885742
meßer	 Besteck	13.354330062866211
Kürbis	 gemüse	16.412352244059246
Leber	 Milz	14.178817749023438
Tuba	 Trompete	18.187222798665363
Pfirsich	 tomate	16.424495220184326
kellner	 ober	12.902361869812012
Küken	 Fohlen	14.736750920613607
treppe	 Leiter	14.434579849243164
huhn	 henne	12.486015319824219
Ohr	 mund	12.552144050598145
Kellner	 Kassierer	12.355942726135254
Niere	 milz	12.889237403869629
Adler	 habicht	14.262130737304688
tischler	 Fliesenleger	16.113011360168457
mond	 Saturn	10.710553169250488
Laken	 Decke	17.895936965942383
Mango	 avocado	9.133843421936035
Auto	 Fahrrad	16.93260955810547
Magen	 Dickdarm	18.93239911397298
Kosmos	 galaxie	14.553288459777832
orgel	 Saxofon	14.376140912373861
Vene	 Blutgefaeß	16.21164608001709
Schaefer	 Hirte	19.6381254196167
taube	 Rotkehlchen	16.49163269996643
Magen	 darm	13.522064208984375
Gürtel	 Schnalle	19.691277503967285
mango	 zitrone	20.05268923441569
Priester	 mönch	19.504977226257324
Eisen	 nickel	8.33757209777832
Doktor	 ärztin	11.642738660176596
lunge	 Lungenflügel	14.588061904907226
Kirsche	 Banane	15.32670545578003
Pfirsich	 Mandarine	18.521772861480713
Aufzug	 treppe	18.176307678222656
Pflaume	 zwetschge	15.70349407196045
couch	 Sofa	6.176310062408447
Brot	 Kaese	12.997567176818848
esche	 Eibe	15.30887508392334
paket	 brief	11.485259056091309
orgel	 Instrument	9.276803970336914
Jacke	 Hose	7.355109214782715
urwald	 Regenwald	15.10995101928711
pfirsich	 Apfel	15.0223388671875
Feile	 reibe	11.23374891281128
Knie	 Koerperteil	15.967383623123169
Jeans	 Latzhose	17.76523780822754
Kuerbis	 Aubergine	20.24625015258789
Pfirsich	 kirschen	17.744925498962402
Aufzug	 hebebuehne	20.37353458404541
Schiff	 Kahn	14.993907928466797
zwiebel	 Tomate	16.319886207580566
Weide	 gras	10.170782089233398
Klavier	 kontrabaß	17.787687063217163
Couch	 Seßel	16.69368584950765
meissel	 mörser	12.575385411580404
Esche	 Weide	13.783226490020752
kißen	 Bettdecke	13.883375803629557
Bier	 wasser	14.433636665344238
Kraehe	 sperling	16.005555629730225
Traube	 Birne	20.25873851776123
meißel	 moerser	12.642147699991861
Quark	 Butter	9.501565933227539
Löwe	 hyäne	13.645792007446289
Besteck	 teller	12.294388771057129
Krähe	 sperling	18.131003379821777
Schaedel	 Wirbelsäule	19.32651481628418
Eiche	 Erle	14.326444625854492
Jacke	 mantel	19.18401050567627
schaedel	 Nase	10.847513198852539
stift	 kugelschreiber	21.438384691874187
kiste	 karton	12.31523084640503
Quark	 Pudding	17.730730692545574
Küken	 Huhn	16.365530967712402
Eiche	 tanne	17.863046646118164
kiste	 Karton	14.662918090820312
Kaese	 Wurst	18.32846736907959
Eiche	 erle	21.94601058959961
Möhre	 Kohlrabi	22.263000806172688
Krähe	 Sperling	13.726547876993815
weltall	 kosmos	16.29697608947754
Saege	 Schraubenzieher	19.068184661865235
Moehre	 kartoffel	18.461750666300457
Zwiebel	 Schalotte	19.69999408721924
Geige	 Klavier	21.273442268371582
klavier	 keyboard	6.4990553855896
kuerbis	 Melone	15.33874225616455
Kleid	 Hose	6.525928020477295
Pflaume	 Birne	17.25546646118164
hafer	 hirse	16.14991521835327
bier	 wein	13.96600866317749
nadel	 Öhr	13.711974620819092
Saft	 mineralwasser	18.799485206604004
Blei	 Kupfer	14.541452407836914
Doktor	 professor	9.561208724975586
Bier	 sekt	13.961387634277344
Leber	 Magen	13.018423557281494
möhre	 Gurke	15.13630199432373
kürbis	 kartoffel	19.96587022145589
armband	 armbanduhr	18.49005126953125
Roggen	 Kleie	16.648205757141113
Erbse	 Moehre	17.031445503234863
kellner	 kaßierer	13.977603435516357
Schädel	 wirbelsäule	21.244886779785155
jacke	 Pullover	19.26479148864746
esche	 Erle	12.03905439376831
Feile	 Saege	12.746471087137857
weide	 gras	5.893099784851074
kaiser	 könig	19.199626922607422
guertel	 Knöpfe	18.273208141326904
Rücken	 bauch	16.634243488311768
Schaf	 Kuh	13.745680809020996
Schaefer	 jaeger	14.142286777496338
Mantel	 schuhe	20.473307609558105
Bohrer	 Vorschlaghammer	14.05416488647461
Rücken	 nacken	16.511041164398193
Kiwi	 erdbeere	19.320346196492512
moench	 Priester	15.638726711273193
Moehre	 Tomate	13.064014434814453
sofa	 möbel	16.692705154418945
arm	 hand	10.064403533935547
krähe	 fink	14.64119815826416
birne	 Apfel	14.349830627441406
Paket	 verpackung	15.570209185282389
Arzt	 sanitaeter	16.34910488128662
kamin	 heizkörper	19.143419981002808
fuss	 Bein	14.248933792114258
esche	 eibe	12.218803405761719
hemd	 hose	7.030670166015625
Hai	 wal	9.480110168457031
Kirsche	 tomate	14.857476234436035
Gerste	 hafer	12.240104675292969
Ader	 Gefaess	16.91707483927409
Schädel	 Wirbelsäule	21.79171257019043
eiche	 birke	16.81960964202881
neffe	 Cousine	10.22902774810791
Schaedel	 kopf	15.995119571685791
knie	 Körperteil	17.9129430770874
strasse	 fußweg	13.317640622456869
kirsche	 pfirsich	21.76692549387614
Kissen	 bettlaken	21.07475217183431
Käse	 wurst	16.747287273406982
Kißen	 Bettzeug	10.645377159118652
Jacke	 kleidung	16.985684712727863
Wade	 Elle	17.34956169128418
Huhn	 hahn	12.12075424194336
Doktor	 Profeßor	13.859568357467651
Heft	 Bleistift	18.253328641255695
leber	 Organ	14.094247817993164
auge	 hand	12.083389282226562
besteck	 Meßer	13.884951114654541
Kiwi	 Vogel	17.63011360168457
Brief	 Päckchen	12.831217527389526
mund	 Nase	12.689440250396729
Mango	 zitrone	19.125278155008953
Wolke	 Nebel	18.397932052612305
schaf	 Tier	6.474271297454834
brief	 karte	15.235339641571045
Nebel	 tau	14.189536094665527
Mond	 sterne	14.148275375366211
laken	 Matratze	14.170276959737143
straße	 Fussgaengerweg	19.089400672912596
mango	 obst	17.122419357299805
guertel	 gürtelschnalle	19.715759468078613
kalb	 Kaelbchen	13.849365711212158
Weltall	 kosmos	14.639991283416748
Zimt	 gewürz	22.83404032389323
Schaedel	 Knochen	17.054751714070637
orgel	 instrument	9.995030403137207
Auto	 Verkehrsmittel	19.659597158432007
feile	 Reibe	12.17290210723877
Guertel	 Schnalle	18.904589653015137
Magen	 Leber	10.880899906158447
Planet	 Stern	12.145384788513184
Hemd	 Guertel	14.573269526163736
Saft	 waßer	14.727014064788818
tischler	 Schreiner	21.632148106892902
ferkel	 kätzchen	16.164711952209473
urwald	 Nadelwald	10.787542661031088
Teich	 Gewaesser	18.76904010772705
planet	 stern	11.916491508483887
Torte	 pfannkuchen	20.243825674057007
Lift	 Fahrstuhl	15.057854970296225
taube	 Amsel	16.62841860453288
Tischler	 Klempner	18.708088556925457
lift	 treppe	14.455145835876465
jacke	 Tshirt	11.639672756195068
orgel	 Harfe	16.148621559143066
Taube	 specht	16.103495121002197
Kaffee	 tee	11.232368469238281
Planet	 erde	14.893402576446533
Urwald	 dschungel	15.732771873474121
strasse	 pfad	14.788536071777344
Meise	 fink	13.42398977279663
Traube	 Banane	15.290858745574951
quark	 milch	12.398597717285156
kamin	 Ofen	11.588307857513428
Apfel	 Banane	17.512981414794922
umschlag	 paket	14.323048114776611
Weide	 Eiche	13.707847595214844
planet	 Sterne	18.218524932861328
burg	 haus	7.791110515594482
strasse	 bürgersteig	17.29046869277954
Kaffee	 Kakao	19.262746810913086
Besteck	 Tassen	14.658382415771484
paket	 Brief	9.660842895507812
bohne	 Erdbeere	14.735818227132162
Straße	 verkehrsweg	17.398778200149536
Loewe	 Gepard	16.487250963846844
strasse	 buergersteig	15.767866134643555
schrank	 Kleiderschrank	21.98465919494629
Burg	 Schloss	21.66708755493164
besteck	 tassen	13.874497413635254
schrank	 bett	16.227457523345947
feile	 Schraubenzieher	18.47446632385254
Mantel	 muetze	11.994605700174967
mund	 Gesicht	15.573946475982666
besteck	 Tassen	13.449615955352783
sofa	 stuhl	16.321778297424316
Strasse	 fussgängerweg	18.532942056655884
Kanal	 Fluß	15.398627281188965
Saege	 Beil	11.662367820739746
zwiebel	 zucchini	11.632898330688477
huhn	 schwein	18.070387840270996
Taube	 Specht	19.271845817565918
mund	 nase	12.541446208953857
stuhl	 sessel	18.361937522888184
Kraehe	 taube	14.903961658477783
Pflaume	 Pfirsich	19.81505521138509
delfin	 Thunfisch	16.129033088684082
küken	 Huhn	15.672529697418213
paket	 verpackung	15.441853205362955
Nebel	 Hagel	16.454640865325928
taube	 Adler	5.205930709838867
orgel	 trompete	16.279083569844563
knie	 Ellenbogen	19.265291531880695
Adler	 Falke	15.743963718414307
hocker	 Stuhl	15.748669147491455
meßer	 Gabel	13.873097896575928
Gurke	 kuerbis	14.782543182373047
taube	 adler	12.904762268066406
eisen	 Gold	8.930088996887207
Rücken	 Rippen	15.228901863098145
orgel	 harfe	13.315427541732788
laken	 Kopfkißen	18.59573531150818
teich	 gewäßer	18.167117754618328
Erbse	 möhre	19.58128070831299
küken	 ferkel	16.7155974706014
apfel	 Kiwi	13.69992208480835
Adler	 möwe	16.121160984039307
kanal	 meer	10.512872695922852
pappe	 pappmaschee	12.88639850616455
Maedchen	 Junge	13.770728588104248
Zwiebel	 gemüse	14.649367014567057
knie	 bein	13.713426113128662
Huhn	 küken	15.565560340881348
bohrer	 saege	15.173576354980469
Kalb	 rind	11.87820053100586
Bohrer	 schrauber	20.006492614746094
Klavier	 keyboard	8.01629638671875
gabel	 meßer	13.434135913848877
Axt	 säge	10.534785270690918
gerste	 weizen	20.289669036865234
Karton	 Pappkiste	16.230363845825195
Hafer	 Dinkel	12.791228294372559
Zange	 Säge	14.092893600463867
säge	 werkzeug	11.773337364196777
quark	 Pudding	15.070348103841146
moench	 priester	20.269577026367188
Eisen	 Karbon	10.553658962249756
schrank	 Kommode	17.69241237640381
gurke	 kürbis	15.926900386810303
Priester	 Mönch	15.301222165425619
küken	 Henne	15.003996133804321
weltall	 Universum	12.865934371948242
Auge	 lippe	12.111606121063232
hafer	 Hopfen	9.205183029174805
Finger	 Fuss	17.390986442565918
see	 teich	11.883975982666016
Roggen	 weizen	19.68852424621582
Moehre	 zucchini	12.240666389465332
hemd	 Tshirt	12.510860919952393
delfin	 Wal	13.539922714233398
Blei	 Gips	12.323413848876953
Gabel	 Meßer	14.229249477386475
Umschlag	 Paket	12.781346797943115
meise	 Adler	9.349316596984863
Arzt	 Pfleger	14.374397913614908
kleid	 Hose	4.504147529602051
vene	 blutgefaeß	15.2172269821167
eisen	 stahl	14.821651935577393
Kosmos	 milchstrasse	15.934658527374268
Schaedel	 Fuß	10.745885848999023
mantel	 Mütze	15.43786652882894
weg	 pfad	13.697854995727539
pfirsich	 aprikose	20.374658584594727
pfirsich	 Orange	9.214738845825195
nebel	 Hagel	15.313278675079346
Quark	 milch	14.014536380767822
Kraehe	 elster	13.101903915405273
felsen	 Gebirge	16.392856280008953
gürtel	 Hosenträger	20.091501235961914
traube	 wein	15.895267009735107
bier	 waßer	15.286478519439697
Finger	 zeh	16.087950706481934
Taube	 ratte	14.796603679656982
kleid	 krawatte	18.917839368184406
Mantel	 anorak	13.830344518025717
Hahn	 küken	13.95310926437378
Erbse	 karotte	18.590055465698242
schädel	 Kopf	16.8404541015625
Meßer	 Besteck	13.231015682220459
blei	 arsen	14.446171760559082
aufzug	 hebebuehne	21.749958038330078
Weltall	 Atmosphaere	20.79265594482422
knie	 Koerperteil	16.152712106704712
Weg	 strasse	19.86768627166748
Zimt	 Vanille	18.831629276275635
Mango	 Obst	14.881453514099121
Palast	 Burg	9.971502304077148
Meißel	 schraubendreher	17.32929054896037
mond	 Himmelskörper	17.216183853149413
brief	 Papier	12.998225688934326
Möhre	 Zucchini	14.277354717254639
sofa	 schrank	15.069556713104248
esche	 Buche	17.466867923736572
spinat	 gemüse	18.499313672383625
meer	 Fluss	16.51402473449707
Jeans	 rock	12.424453735351562
wolke	 Himmel	14.783442974090576
Säge	 bohrer	13.527854601542154
Möhre	 apfel	17.3659987449646
Esche	 weide	11.70512342453003
kissen	 Bettzeug	10.905371189117432
Möhre	 paprika	18.4754056930542
Auto	 Flugzeug	13.515644391377768
see	 fluss	13.122046947479248
Priester	 Papst	12.182955741882324
löwe	 Hyäne	12.692760785420736
Klavier	 Orgel	17.92647361755371
klinik	 Psychiatrie	21.835761785507202
Meise	 amsel	14.163796106974283
Karton	 Pappe	13.443970680236816
Zimt	 gewuerz	23.200093587239582
Zange	 Hammer	6.911826133728027
kanal	 see	9.608617782592773
kuerbis	 zucchini	13.37741756439209
Saft	 most	12.295819282531738
knie	 gelenk	13.558424472808838
Schäfer	 Tischler	14.249078432718912
eiche	 linde	18.86026096343994
burg	 schloß	19.558761596679688
Heft	 Buch	11.0880708694458
Kalb	 lamm	12.738588809967041
teich	 Tuempel	15.367438634236654
Kalb	 Kuh	11.532567501068115
priester	 Nonne	16.94360589981079
adler	 Vogel	18.75988006591797
Palast	 burg	13.651317596435547
Mond	 Sterne	16.483552932739258
Kaiser	 König	16.682640075683594
Bohne	 gemuese	17.569944381713867
tante	 Neffe	15.96125841140747
hahn	 rind	11.673262119293213
gürtel	 Knöpfe	21.112449407577515
moehre	 karotte	16.99108648300171
zwiebel	 Zucchini	15.26208782196045
Saft	 Bier	14.998654842376709
Ader	 Muskel	13.176229476928711
doktor	 Profeßor	13.472323417663574
Fuss	 Arm	10.893924713134766
bier	 Wasser	7.735827445983887
zimt	 piment	17.81627368927002
Käse	 Milch	12.98490285873413
Klavier	 Geige	17.98017168045044
finger	 hand	7.200771331787109
brot	 brezel	15.170865058898926
Zimt	 Anis	12.837279796600342
Bier	 getraenk	18.540924390157063
strasse	 Bordstein	14.630393028259277
Arzt	 bauarbeiter	14.153998613357544
axt	 saebel	13.67880662282308
Zwiebel	 Knoblauch	22.475367069244385
Loeffel	 messer	11.576968669891357
Gurke	 kürbis	14.204339981079102
Dusche	 bad	8.329366683959961
Zeh	 Nagel	17.469679832458496
aufzug	 Rolltreppe	20.929718017578125
Kürbis	 gemuese	18.743648529052734
Gold	 metall	17.602020263671875
schaedel	 Elle	8.561129570007324
gold	 Metall	15.142187595367432
kuerbis	 kartoffel	20.84824053446452
ferkel	 lamm	12.808799743652344
axt	 Säge	12.043740272521973
hahn	 Waschbecken	14.864459753036499
hemd	 Guertel	14.877321561177572
arzt	 Sanitaeter	17.690958340962727
Kürbis	 Melone	17.027254104614258
gürtel	 knopf	17.913157780965168
Tiger	 Löwe	12.038334369659424
vene	 Blutgefäß	16.148948097229002
ohr	 Finger	10.907041549682617
Kirsche	 traube	19.85991668701172
Heft	 stift	14.756834506988525
felsen	 geroell	15.321008364359537
Hocker	 Sessel	15.572261810302734
Meßer	 besteck	13.444048404693604
Treppe	 fahrstuhl	15.593722581863403
torte	 pfannkuchen	19.157974243164062
Nebel	 Sturm	13.411966323852539
Straße	 Bordstein	14.315946102142334
jacke	 hose	7.437182426452637
stadt	 örtchen	16.765926361083984
wiese	 Steppe	11.650152683258057
ohr	 mund	14.472430229187012
schaefer	 jaeger	14.817790985107422
apfel	 apfelsine	18.78366446495056
Straße	 Fußgängerweg	17.567660570144653
Schaf	 Schaeferhund	17.128700256347656
Auto	 straßenbahn	19.463181495666504
Hahn	 waschbecken	15.039407730102539
Arm	 Fuss	14.72891616821289
kissen	 Decke	16.187811851501465
klavier	 Keyboard	6.861487865447998
apfel	 banane	18.08268451690674
Weide	 Feld	11.411178588867188
schaefer	 bauer	13.179768085479736
Strasse	 bürgersteig	15.822485446929932
huhn	 Kueken	13.484626770019531
