word_one	word_two	surprisal_w_two
hantel	 Hantel	16.469746589660645
seil	 Seil	14.747658729553223
schueßel	 schüssel	17.490867614746094
tuba	 tuba	15.226488590240479
Ball	 Ball	3.0358355045318604
schüßel	 schüssel	18.215817133585613
Hose	 bluse	13.77029800415039
Wolf	 Wolf	2.455937385559082
Schlaeger	 Ball	10.666670799255371
radio	 Hut	10.380711555480957
traube	 Säge	13.39889907836914
teller	 Auge	14.458235263824463
seßel	 Sessel	14.71287727355957
Sieb	 finger	9.804729461669922
loeffel	 teller	11.539388656616211
Finger	 finger	5.073172092437744
messer	 schueßel	17.439773321151733
gabel	 kaninchen	13.057140668233236
mühle	 Mühle	16.470860799153645
Computer	 handy	14.03184986114502
schaf	 kaninchen	15.915743509928385
ziege	 Ziege	13.812966664632162
Sessel	 kommode	17.189128398895264
Arm	 Mund	15.350968360900879
fabrik	 fabrik	14.226197719573975
Computer	 huette	15.366284847259521
Tuba	 geige	17.428805351257324
Saege	 säge	12.004812240600586
banane	 Apfel	16.21850824356079
Ameise	 Schwein	18.177557945251465
Schuessel	 Schueßel	15.870891094207764
Schlaeger	 Schläger	15.942766507466635
pfanne	 Gabel	15.513807773590088
kegel	 Trampolin	16.295411745707195
seil	 Kegel	14.533247311909994
Fabrik	 Schueßel	18.638076305389404
topf	 ananas	12.301577091217041
tisch	 bett	16.553407669067383
kartoffel	 schläger	18.51027838389079
trommel	 Trommel	22.13917636871338
schlaeger	 schläger	16.331529935201008
Tomate	 Zug	12.469895362854004
Löffel	 löffel	16.866220156351726
Bus	 bus	4.122017860412598
fuß	 Fuss	14.216944217681885
burg	 Huette	15.294329166412354
Schule	 burg	11.8850679397583
wolf	 wolf	1.9514460563659668
Sessel	 seßel	15.145961125691732
Pilz	 pilz	15.975159645080566
Delphin	 delphin	16.600489616394043
Geige	 geige	14.554574489593506
fabrik	 Fabrik	17.410066604614258
auge	 Finger	11.569693565368652
gitarre	 Tuba	13.658802032470703
Schläger	 Wolf	8.575631141662598
Taße	 löffel	17.041255315144856
zange	 schraube	21.12130133310954
sofa	 sofa	4.826489448547363
Telefon	 delphin	14.815343379974365
Triangel	 Triangel	15.529818534851074
Gitarre	 Tuba	14.250750541687012
teller	 auge	14.493421077728271
schueßel	 hantel	13.265499114990234
Loeffel	 Löffel	16.453179677327473
Traktor	 Sieb	16.542885303497314
fabrik	 kirche	19.249479293823242
Burg	 hütte	18.391446749369305
Bohne	 Bohne	17.333964824676514
knie	 knie	13.787264347076416
auge	 nagel	13.742307662963867
erdbeere	 kirsche	20.587524096171062
Floete	 Birne	17.551695823669434
gurke	 gurke	13.269400596618652
orange	 Orange	7.649317741394043
Schueßel	 schueßel	14.937135934829712
Messer	 schueßel	17.25268244743347
sofa	 Sofa	6.313715934753418
radierer	 löffel	16.937872886657715
Wolf	 Kirche	17.60166025161743
Schlaeger	 Wolf	9.356023788452148
laster	 Tasse	13.317715167999268
Apfel	 kiwi	15.844381332397461
schueßel	 Hantel	13.682217597961426
Bett	 Sessel	15.891404628753662
Säge	 Saege	12.043187777201334
handy	 laster	10.014645099639893
ohr	 arm	10.149540901184082
Knie	 knie	14.607581615447998
radierer	 Locher	11.271324634552002
Hose	 hose	4.44636869430542
Drucker	 Drucker	17.63591718673706
Zange	 Zange	16.790637493133545
Bohrer	 zange	14.346096992492676
Löffel	 Handy	9.786994934082031
hantel	 schlaeger	22.67864926656087
Fernseher	 fernseher	16.994116465250652
Huette	 Schrank	16.211913585662842
erbse	 tomate	17.08652687072754
Schüßel	 schüßel	14.341733574867249
Gitarre	 gitarre	16.540656407674152
sofa	 lampe	19.18246030807495
stift	 Paprika	16.65769386291504
saege	 Säge	14.487624168395996
Glas	 orgel	16.93717908859253
schwein	 schwein	16.183246612548828
Trommel	 Floete	14.28386640548706
Saege	 Gitarre	14.41964340209961
bett	 Klavier	18.034817695617676
ananas	 Heft	12.62380313873291
Schwein	 katze	12.09458589553833
burg	 hütte	18.119937896728516
Zange	 ohr	11.308696746826172
flöte	 floete	17.302961826324463
wolf	 schaf	14.202063083648682
Handy	 laster	12.924592018127441
Delphin	 Messer	11.412730693817139
Teller	 Auge	14.583209037780762
schraube	 Bluse	13.691077709197998
schüssel	 Schüssel	19.651499430338543
schuh	 Schuh	19.052051544189453
kartoffel	 Schläger	17.21087106068929
Harfe	 Trompete	19.45196596781413
Schraube	 Bohrer	20.626460075378418
huette	 Hütte	17.698134740193684
Löffel	 Teller	15.330123901367188
stift	 paprika	16.65189552307129
orange	 hammer	8.009801864624023
Bagger	 Laster	14.58272933959961
tasse	 Pullover	16.720101833343506
Mühle	 Muehle	16.048399289449055
Sessel	 Hirsch	14.023233890533447
ananas	 banane	13.16765546798706
tasse	 Tasse	14.365962028503418
mund	 mund	4.115753650665283
trommel	 Floete	14.49281120300293
knie	 Knie	17.698360443115234
hütte	 hütte	17.49164326985677
Pfanne	 Gabel	14.893120765686035
Tasse	 Pullover	17.731006622314453
Fahrrad	 mühle	15.186620394388834
Harfe	 harfe	10.829277753829956
Traube	 orange	9.409045219421387
kirche	 Mühle	14.835275967915853
regal	 schwein	16.301198323567707
Säge	 säge	13.514384746551514
Loeffel	 handy	10.326577186584473
Säge	 nagel	17.17285919189453
Gurke	 Erbse	14.52396011352539
wolf	 kirche	19.864478588104248
kegel	 kegel	14.67216968536377
pilz	 Bohne	18.43062734603882
bauch	 locher	16.54465389251709
Hose	 Hose	4.270165920257568
locher	 Locher	12.848745822906494
taße	 tasse	12.712310314178467
lineal	 spitzer	13.93796443939209
taße	 Tasse	13.6721510887146
bohrer	 Bohrer	22.60456657409668
Bein	 bein	12.59674072265625
birne	 Birne	16.881710052490234
schüßel	 Schüßel	15.49388599395752
ziege	 Robbe	10.455377101898193
traube	 Orange	9.031886100769043
kartoffel	 Gurke	12.900952816009521
Fernseher	 tomate	9.36072850227356
Fahrrad	 Muehle	17.101526260375977
Hantel	 schläger	19.86572488149007
Seil	 zwiebel	16.39313252766927
loeffel	 loeffel	15.764569282531738
Zwiebel	 pilz	14.40652847290039
floete	 birne	16.443203926086426
Roller	 Roller	8.923544883728027
burg	 Kegel	16.086160977681477
Fuss	 zitrone	19.14006741841634
Traube	 säge	13.437418460845947
Hut	 hut	0.8796470761299133
Ameise	 Sofa	7.746207237243652
Karotte	 zwiebel	17.206988016764324
seßel	 Hirsch	13.613603591918945
Meßer	 meßer	11.73535943031311
computer	 Handy	11.914958000183105
fabrik	 schueßel	18.39289426803589
delphin	 Wolf	8.03258228302002
telefon	 Telefon	6.246464252471924
erbse	 mund	16.46306037902832
Katze	 Lampe	15.31820011138916
Gabel	 Kaninchen	13.046412467956543
Birne	 ananas	13.22444200515747
schuessel	 Hantel	14.514988899230957
apfel	 telefon	10.522610664367676
Ball	 Hantel	15.06948471069336
Mund	 Mund	12.01904582977295
Sieb	 taße	12.806408405303955
hut	 pullover	15.761385917663574
Mund	 Nase	13.817344665527344
Ananas	 banane	15.205028533935547
Robbe	 Schule	17.851475715637207
schuessel	 Schuessel	24.113186518351238
Bauch	 Fuss	13.517606258392334
Flöte	 Floete	15.279549598693848
hammer	 saege	14.115073521931967
sieb	 Finger	10.351591110229492
gitarre	 gitarre	16.986295382181805
hocker	 Geige	15.54881477355957
ball	 Ball	5.079578399658203
hirsch	 hirsch	14.385309219360352
bein	 bein	11.832170009613037
Taße	 tasse	12.948853015899658
topf	 Topf	15.509387969970703
Banane	 auto	11.49660873413086
Tasse	 Löffel	15.794511159261068
hirsch	 delphin	16.242489337921143
Gitarre	 Gitarre	16.10212167104085
Klavier	 ball	11.120631217956543
Radierer	 löffel	17.71509838104248
topf	 messer	11.212093830108643
kommode	 kommode	17.60291290283203
schraube	 schraube	21.779263178507488
Schueßel	 Schuessel	19.981674830118816
fuß	 fuss	8.786604881286621
saege	 nagel	14.270946502685547
Mund	 nase	12.818540096282959
katze	 ziege	16.398334980010986
Lineal	 Lineal	11.99175500869751
roller	 roller	9.591903686523438
erbse	 erbse	19.849341869354248
Schüssel	 schueßel	14.434507608413696
bein	 pfanne	16.231043338775635
Kommode	 kommode	15.831080913543701
Bauch	 Fuß	6.227618217468262
fahrrad	 Roller	11.858739852905273
Schuessel	 Schuessel	20.801754633585613
bagger	 Bagger	16.766806602478027
bauch	 Fuss	12.94352102279663
Fuß	 Fuss	15.225205421447754
robbe	 robbe	17.44628620147705
Zange	 Ohr	12.648565769195557
Topf	 Messer	12.274506568908691
Sofa	 Triangel	15.77288007736206
bauch	 Locher	11.202013492584229
mühle	 mühle	14.540797233581543
Schläger	 Schläger	18.9595947265625
geige	 triangel	14.030951976776123
Kartoffel	 gurke	13.432866732279459
kartoffel	 Schlaeger	21.202211380004883
schuessel	 schueßel	14.949065208435059
Klavier	 trommel	16.187139987945557
Löffel	 loeffel	15.820881207784018
Pfanne	 banane	15.497736930847168
hocker	 geige	16.425325393676758
locher	 Trampolin	15.697521845499674
Laster	 Taße	13.682980060577393
Bus	 Zug	10.651762962341309
Ameise	 schwein	19.5724671681722
schule	 Teller	16.18808126449585
Paprika	 Paprika	17.74162530899048
fabrik	 Schüßel	17.074882745742798
Orange	 orange	4.205842018127441
Nagel	 Nagel	15.22032880783081
Radio	 radio	3.3895392417907715
Schwein	 schwein	16.829015096028645
traube	 Saege	10.756719271341959
Arm	 mund	17.75508689880371
Schüßel	 Schüssel	18.162995020548504
Ohr	 Kommode	17.827848434448242
floete	 Birne	17.386856079101562
Gurke	 erbse	18.260918140411377
drucker	 brokkoli	16.624282519022625
mühle	 fabrik	14.834907054901123
ameise	 Schwein	16.911386013031006
Messer	 schüßel	16.253801822662354
schüssel	 Schüßel	14.139726638793945
tomate	 zug	9.075557708740234
Tisch	 Bett	9.172897338867188
topf	 Messer	12.110864639282227
Hirsch	 Hirsch	15.80689525604248
zug	 Arm	10.646706581115723
Delphin	 Meßer	15.568512439727783
Tasse	 tasse	12.657987594604492
regal	 Regal	19.07423496246338
fernseher	 fernseher	16.76447327931722
fuß	 Fuß	3.348297595977783
Katze	 Ziege	12.728017489115397
computer	 computer	3.7843756675720215
Kiwi	 Kiwi	14.271841049194336
Computer	 hütte	18.165725390116375
Flöte	 Flöte	16.75223668416341
Muehle	 Mühle	12.632182757059732
Drucker	 drucker	13.261121273040771
Hantel	 schaf	15.079168319702148
Trompete	 klavier	16.482576847076416
Fabrik	 fabrik	13.607846736907959
Schule	 Burg	12.096874237060547
Sessel	 Sessel	15.395246028900146
Fuss	 fuß	10.92457914352417
Säge	 Nagel	16.21425485610962
nase	 Nase	13.852160453796387
Arm	 arm	5.469759941101074
tisch	 Bett	7.672914505004883
Schraube	 bluse	12.81334400177002
ziege	 robbe	12.60221815109253
Schüßel	 pfanne	18.09652328491211
kirche	 kirche	18.00334358215332
Kegel	 kegel	13.239110946655273
taße	 Löffel	15.70291805267334
bohne	 Paprika	14.732538223266602
seßel	 seßel	15.015326182047525
karotte	 Karotte	20.416372299194336
Computer	 Handy	13.487249374389648
Zitrone	 Zitrone	19.21690273284912
Zug	 Auto	9.820425033569336
Laster	 Tasse	14.813276767730713
spitzer	 heft	14.624926090240479
Radierer	 Locher	11.427247047424316
Radierer	 Radierer	14.489028930664062
harfe	 spitzer	18.3149676322937
handy	 handy	3.81950306892395
Geige	 Triangel	15.136878490447998
Hirsch	 Delphin	16.383100986480713
Kirsche	 birne	16.04988145828247
meßer	 messer	11.79871940612793
schwein	 Schwein	17.55992031097412
Klavier	 Trommel	16.250190258026123
spitzer	 Hose	9.072324752807617
Triangel	 triangel	12.706379413604736
brokkoli	 brokkoli	19.030101140340168
Kirche	 muehle	19.403324127197266
Radierer	 Löffel	17.17898941040039
Tasse	 taße	12.48089599609375
Löffel	 Loeffel	18.224374135335285
schuessel	 Schüßel	16.876879453659058
Tomate	 zug	9.660775184631348
loeffel	 Teller	14.610791206359863
messer	 schüssel	20.415024439493816
kirche	 sessel	21.13634204864502
seßel	 kommode	15.804739475250244
Regal	 Regal	16.00295400619507
sessel	 hirsch	14.193852424621582
Bett	 Seßel	17.023590405782063
gurke	 Floete	13.875062465667725
Handy	 radio	12.451618194580078
lampe	 Knie	18.179026126861572
Lampe	 Knie	19.051979064941406
trompete	 kiwi	12.107768535614014
Floete	 Flöte	14.417503356933594
Auto	 Fahrrad	16.93260955810547
Fabrik	 kirche	19.292649269104004
auge	 auge	13.131566524505615
hammer	 säge	12.764029502868652
Tisch	 tisch	12.196737289428711
schuh	 traube	19.04799747467041
trommel	 flöte	14.528531710306803
bett	 Sessel	14.879395961761475
Saege	 Säge	13.606725215911865
nagel	 Hammer	7.642669677734375
Lineal	 lineal	10.815666198730469
schüßel	 Schüssel	19.060503005981445
Sieb	 Taße	14.964019298553467
Loeffel	 loeffel	15.182470321655273
Birne	 Birne	15.136125087738037
sofa	 Lampe	15.89800214767456
muehle	 mühle	14.739203770955404
Hocker	 Hocker	17.18291425704956
meßer	 schüssel	16.925571123758953
Bett	 Klavier	18.935521125793457
fabrik	 schuessel	19.917131423950195
schüssel	 schuessel	19.822168668111164
Karotte	 karotte	18.759429931640625
Locher	 Stift	14.134153366088867
bohrer	 bohrer	15.303068478902182
hut	 tuba	12.004667043685913
Kirsche	 kirsche	17.385470072428387
Schrank	 regal	19.82603931427002
kaninchen	 topf	11.515053272247314
trommel	 drucker	14.744258403778076
Sieb	 tasse	12.557042598724365
saege	 gitarre	13.7726043065389
Säge	 Gitarre	19.056392669677734
Tisch	 Kleid	14.698710441589355
heft	 lineal	12.249530792236328
Heft	 Heft	15.648292541503906
Lampe	 Lampe	15.8209867477417
löffel	 loeffel	16.07057825724284
tomate	 Brokkoli	17.01971371968587
Schüßel	 schuessel	19.472184499104817
Muehle	 Fabrik	15.833479881286621
huette	 schrank	16.885992527008057
Bett	 klavier	15.386279582977295
Flieger	 boot	11.669944763183594
Nase	 gabel	13.57128620147705
handy	 radio	9.269277572631836
Schuh	 Hut	8.714167594909668
Auto	 auto	5.466637134552002
Trompete	 Trompete	19.48050816853841
flöte	 Harfe	17.32161283493042
tasse	 Taße	9.961146116256714
fabrik	 schüssel	19.597721735636394
boot	 Karotte	15.52342700958252
Säge	 Säge	14.18034315109253
Banane	 Auto	9.976445198059082
traube	 Traube	22.825940132141113
schraube	 bluse	13.02107572555542
Messer	 Schüssel	20.73348108927409
gabel	 Gabel	17.27317762374878
Schaf	 Schaf	15.33135986328125
Taße	 pullover	15.128108501434326
roller	 Roller	10.617592811584473
schüssel	 schueßel	14.796164751052856
Hantel	 hantel	15.449512163798014
Traube	 traube	18.054729461669922
ananas	 ananas	12.23279857635498
schaf	 Schaf	15.44808578491211
computer	 Huette	14.610283374786377
schuh	 hut	10.092846870422363
saege	 Saege	14.514992078145346
Lampe	 hocker	15.452293872833252
schlaeger	 wolf	8.209603309631348
Fabrik	 Schüßel	17.893633604049683
kartoffel	 gurke	13.759346644083658
Bein	 Pfanne	17.671507358551025
Mühle	 Fabrik	16.616486072540283
kiwi	 Tisch	11.596999645233154
flieger	 boot	10.956317901611328
Tomate	 brokkoli	20.130793889363606
Messer	 Messer	14.134746074676514
Huette	 huette	15.177368640899658
Meßer	 Schüßel	13.314139246940613
Bein	 pfanne	17.56168556213379
Burg	 burg	4.901583194732666
radierer	 loeffel	17.11407693227132
Gurke	 Floete	17.020667552947998
Fuss	 fuss	0.8954976797103882
Seßel	 kommode	16.368452072143555
Telefon	 Telefon	2.566434621810913
Fuß	 zitrone	18.812618573506672
kartoffel	 schlaeger	23.47497812906901
Messer	 messer	14.648576736450195
bus	 Bus	8.382062911987305
Nase	 nase	12.479979515075684
Kleid	 Hose	6.525928020477295
Trampolin	 Seil	13.287554740905762
kiwi	 Kiwi	15.775629043579102
Ameise	 ameise	20.643718401590984
handy	 Handy	10.022978782653809
klavier	 trommel	15.867939472198486
Bluse	 bluse	14.234384536743164
Robbe	 Ameise	17.638886133829754
Trampolin	 Katze	15.064099311828613
harfe	 harfe	16.43117094039917
hocker	 sofa	3.779703378677368
fahrrad	 roller	10.555118560791016
Schueßel	 schüssel	17.07067108154297
Tuba	 kirsche	15.18824545542399
Fabrik	 Schuessel	20.462937037150066
Mühle	 mühle	12.995098431905111
messer	 messer	14.251230239868164
paprika	 Karotte	18.16170310974121
Traktor	 Bagger	16.778983116149902
Bus	 trompete	17.702582677205402
karotte	 Zwiebel	17.30678590138753
Schuessel	 schueßel	13.639409065246582
sessel	 Hirsch	15.421291828155518
Harfe	 spitzer	19.88927173614502
nase	 bein	11.7428297996521
Schüßel	 schüssel	18.196950912475586
Roller	 fernseher	15.087533950805664
zug	 Zug	5.133822441101074
bluse	 Erbse	15.122609456380209
Computer	 Computer	5.4650187492370605
zitrone	 erdbeere	20.35719108581543
schlaeger	 Ball	9.657801628112793
drucker	 Drucker	17.102817058563232
Spitzer	 hose	9.074272155761719
kirsche	 kirsche	18.30106035868327
Kaninchen	 hirsch	16.175003051757812
nagel	 Nagel	17.052926063537598
Hut	 Pullover	16.29785680770874
banane	 Banane	14.737497329711914
kirsche	 boot	9.721109390258789
arm	 mund	17.3022403717041
kleid	 kleid	15.957234382629395
heft	 Zange	13.925148487091064
boot	 traktor	15.267348925272623
Saege	 Saege	11.909215609232584
Locher	 Locher	11.036177396774292
schläger	 Schläger	19.57930024464925
radierer	 Loeffel	17.715872764587402
zange	 Schraube	20.799657185872395
erbse	 Erbse	19.048086166381836
messer	 Meßer	14.73845624923706
Kommode	 Kommode	16.260745525360107
radio	 Computer	9.465278625488281
tasse	 pullover	15.013145923614502
schraube	 Bohrer	18.476879596710205
Fahrrad	 Fahrrad	16.86802323659261
sessel	 sessel	15.838726043701172
hantel	 Schaf	14.122512817382812
heft	 Lineal	12.024968147277832
Messer	 schüssel	19.506083806355793
Birne	 Ananas	14.766733646392822
Sieb	 Sieb	14.478452205657959
hirsch	 Hirsch	17.641621589660645
bein	 Bein	14.654885292053223
traube	 orange	8.84385871887207
Heft	 zange	14.268048286437988
Schaf	 fahrrad	16.251214027404785
wolf	 Schaf	13.469640254974365
Schuessel	 Schüssel	19.222322463989258
bett	 Bett	3.218045473098755
Fuss	 Auge	16.464561462402344
Schuessel	 hantel	13.36953067779541
schrank	 Bagger	16.25629997253418
schläger	 Schlaeger	22.95320765177409
banane	 Auto	11.517739295959473
delphin	 meßer	14.632411479949951
Sofa	 Lampe	17.662141799926758
Flieger	 Erdbeere	13.255145072937012
Messer	 Schüßel	18.295700073242188
Kirche	 Kirche	17.648845672607422
Trompete	 trompete	17.773887634277344
Telefon	 Delphin	14.990323066711426
tuba	 Tuba	16.8157696723938
Delphin	 messer	11.817349910736084
stuhl	 stuhl	14.68753957748413
gurke	 erbse	17.9282546043396
laster	 laster	12.034938335418701
harfe	 Harfe	18.03939723968506
glas	 sieb	15.290468692779541
Nase	 Bein	12.556566715240479
Bohne	 paprika	16.292359828948975
Kirche	 sessel	16.54502582550049
Orange	 hammer	11.122234344482422
Bluse	 Kleid	17.93445110321045
harfe	 Spitzer	16.09831428527832
Hammer	 Säge	14.32939624786377
Meßer	 Schüssel	18.144654591878254
säge	 Saege	12.785170555114746
Sofa	 Sofa	5.975852012634277
Schlaeger	 ball	12.791229248046875
Auge	 nagel	16.43962049484253
mund	 Nase	12.689440250396729
fabrik	 Schüssel	19.768651326497395
Seßel	 Hirsch	15.96302080154419
kirsche	 Traube	19.505545139312744
radierer	 locher	14.354227066040039
Teller	 glas	11.183636665344238
Tomate	 Brokkoli	18.130883534749348
Fuss	 Zitrone	19.13412570953369
handy	 Laster	13.380476474761963
Schaf	 kaninchen	14.389422734578451
hose	 Bluse	13.551957607269287
Sessel	 sessel	15.174778461456299
Katze	 Katze	13.19683027267456
Erdbeere	 erdbeere	17.037123680114746
sessel	 Sessel	15.575469970703125
bett	 klavier	16.056386470794678
Kegel	 Hocker	16.54546880722046
Muehle	 bett	16.22005605697632
delphin	 wolf	8.692205429077148
hirsch	 Delphin	15.875854969024658
schuessel	 schuessel	19.7213773727417
Tasse	 loeffel	15.044514973958334
Fahrrad	 Roller	11.149535179138184
Gurke	 gurke	10.996934572855631
Stuhl	 bus	13.361929893493652
Spitzer	 Spitzer	19.518662452697754
Kartoffel	 Gurke	12.045462608337402
tomate	 Zug	11.077363014221191
Fahrrad	 roller	10.991328239440918
drucker	 Telefon	9.496201515197754
meßer	 Schüssel	17.994733174641926
schwein	 Katze	12.169519901275635
orange	 zitrone	19.476937929789226
orgel	 Orgel	20.16793727874756
Brokkoli	 Kartoffel	23.109180450439453
trampolin	 katze	15.966332912445068
locher	 Stift	13.85017442703247
Ziege	 Robbe	11.34368085861206
Meßer	 messer	12.416109085083008
schüssel	 Schueßel	15.678316831588745
schaf	 Fahrrad	16.744654337565105
schuh	 schuh	17.118606567382812
erdbeere	 Kirsche	16.71836980183919
pilz	 Burg	10.903730392456055
Harfe	 Spitzer	18.156572341918945
Hocker	 Geige	16.144432067871094
erbse	 Mund	14.949747085571289
Tuba	 tuba	15.195419788360596
Bohne	 bohne	18.937036514282227
Banane	 Banane	15.093931674957275
Laster	 Flieger	14.51601473490397
Hose	 Bohrer	16.867555141448975
Trampolin	 seil	10.002058506011963
bohne	 radierer	12.681895891825357
Zitrone	 zitrone	18.08165740966797
meßer	 Schüßel	13.696346044540405
mühle	 Fabrik	15.810787677764893
Hirsch	 hirsch	12.657304286956787
Erdbeere	 Seil	15.319559097290039
Schraube	 schraube	21.194528579711914
stift	 Radierer	14.036238034566244
katze	 katze	13.517170906066895
Schuh	 Traube	17.49659299850464
Schuh	 Schuh	17.13094997406006
Kartoffel	 Schläger	18.832447687784832
loeffel	 handy	10.062270164489746
ziege	 stift	13.782447338104248
Burg	 Burg	7.755382537841797
Fuß	 fuss	6.790043354034424
löffel	 Teller	13.557031631469727
kegel	 trampolin	15.448280652364096
Nagel	 ziege	15.235642910003662
kleid	 Kleid	16.489336490631104
schrank	 schrank	15.553284168243408
Sieb	 Finger	10.143269538879395
delphin	 Meßer	13.387083053588867
Zwiebel	 Pilz	12.430005073547363
Stuhl	 Bus	13.742610931396484
Brokkoli	 Brokkoli	19.27933692932129
Meßer	 Schuessel	20.20331064860026
seßel	 hirsch	13.523944854736328
fabrik	 Schueßel	18.68721628189087
hocker	 Hocker	16.832542896270752
Hütte	 hütte	16.8243834177653
lampe	 Lampe	17.980194091796875
teller	 teller	12.52409553527832
Kommode	 Stuhl	15.065431118011475
traktor	 Bagger	15.722391128540039
säge	 Säge	14.5366849899292
Schwein	 glas	12.601763248443604
Trompete	 Klavier	18.51948642730713
Burg	 huette	15.58138132095337
Hammer	 Hammer	4.0250749588012695
Pfanne	 Pfanne	17.523824214935303
säge	 säge	13.756414413452148
Klavier	 Klavier	21.77092933654785
Spitzer	 Hose	8.68600845336914
Hantel	 Hantel	15.231098175048828
Kaninchen	 kaninchen	15.269433975219727
lineal	 kartoffel	16.931865374247234
Finger	 Finger	5.036139011383057
mund	 nase	12.541446208953857
schrank	 regal	21.633760452270508
auto	 Auto	12.680215835571289
